questionnaire,value,definition,,,,,,,,,
NFCC1993,Preference for Order and Structure,Persons desire definite order and structure in their lives and abhor unconstrained chaos and disorder. ,,,,,,,,,
HEXACO,Social Self-Esteem,Assesses a tendency to have positive self-regard\, particularly in social contexts. High scorers are generally satisfied with themselves and consider themselves to have likable qualities\, whereas low scorers tend to have a sense of personal worthlessness and to see themselves as unpopular.,,,,,,,
HEXACO,Social Boldness,Assesses one's comfort or confidence within a variety of social situations. Low scorers feel shy or awkward in positions of leadership or when speaking in public\, whereas high scorers are willing to approach strangers and are willing to speak up within group settings.,,,,,,,,
HEXACO,Sociability,Assesses a tendency to enjoy conversation\, social interaction\, and parties. Low scorers generally prefer solitary activities and do not seek out conversation\, whereas high scorers enjoy talking\, visiting\, and celebrating with others.,,,,
HEXACO,Liveliness,Assesses one's typical enthusiasm and energy. Low scorers tend not to feel especially cheerful or dynamic\, whereas high scorers usually experience a sense of optimism and high spirits.,,,,,,,,
HEXACO,Extraversion,Persons with very high scores on the Extraversion scale feel positively about themselves\, feel confident when leading or addressing groups of people\, enjoy social gatherings and interactions\, and experience positive feelings of enthusiasm and energy. Conversely\, persons with very low scores on this scale consider themselves unpopular\, feel awkward when they are the center of social attention\, are indifferent to social activities\, and feel less lively and optimistic than others do.,,
HEXACO,Forgivingness,"Assesses one's willingness to feel trust and liking toward those who may have caused one harm. Low scorers tend ""hold a grudge"" against those who have offended them\", whereas high scorers are usually ready to trust others again and to re-establish friendly relations after having been treated badly.,,,,,,,,
HEXACO,Gentleness,Assesses a tendency to be mild and lenient in dealings with other people. Low scorers tend to be critical in their evaluations of others\, whereas high scorers are reluctant to judge others harshly.,,,,,,,,
HEXACO,Flexibility,Assesses one's willingness to compromise and cooperate with others. Low scorers are seen as stubborn and are willing to argue\, whereas high scorers avoid arguments and accommodate others' suggestions\, even when these may be unreasonable.,,,,,,,
HEXACO,Patience,Assesses a tendency to remain calm rather than to become angry. Low scorers tend to lose their tempers quickly\, whereas high scorers have a high threshold for feeling or expressing anger.,,,,,,,,
HEXACO,Agreeableness,Persons with very high scores on the Agreeableness scale forgive the wrongs that they suffered\, are lenient in judging others\, are willing to compromise and cooperate with others\, and can easily control their temper. Conversely\, persons with very low scores on this scale hold grudges against those who have harmed them\, are rather critical of others' shortcomings\, are stubborn in defending their point of view\, and feel anger readily in response to mistreatment.,,
HEXACO,Organization,Assesses a tendency to seek order\, particularly in one's physical surroundings. Low scorers tend to be sloppy and haphazard\, whereas high scorers keep things tidy and prefer a structured approach to tasks.,,,,,,,
HEXACO,Diligence,Assesses a tendency to work hard. Low scorers have little self-discipline and are not strongly motivated to achieve\," whereas high scorers have a strong ""'work ethic"" and are willing to exert themselves.",,,,,,,,
HEXACO,Perfectionism,Assesses a tendency to be thorough and concerned with details. Low scorers tolerate some errors in their work and tend to neglect details\, whereas high scorers check carefully for mistakes and potential improvements.,,,,,,,,
HEXACO,Prudence,Assesses a tendency to deliberate carefully and to inhibit impulses. Low scorers act on impulse and tend not to consider consequences\, whereas high scorers consider their options carefully and tend to be cautious and self-controlled.,,,,,,,,
HEXACO,Conscientiousness,Persons with very high scores on the Conscientiousness scale organize their time and their physical surroundings\, work in a disciplined way toward their goals\, strive for accuracy and perfection in their tasks\, and deliberate carefully when making decisions. Conversely\, persons with very low scores on this scale tend to be unconcerned with orderly surroundings or schedules\, avoid difficult tasks or challenging goals\, are satisfied with work that contains some errors\, and make decisions on impulse or with little reflection.,,
HEXACO,Aesthetic Appreciation,Assesses one's enjoyment of beauty in art and in nature. Low scorers tend not to become absorbed in works of art or in natural wonders\, whereas high scorers have a strong appreciation of various art forms and of natural wonders.,,,,,,,,
HEXACO,Inquisitiveness,Assesses a tendency to seek information about\, and experience with\, the natural and human world. Low scorers have little curiosity about the natural or social sciences\, whereas high scorers read widely and are interested in travel.,,,,,,
HEXACO,Creativity,Assesses one's preference for innovation and experiment. Low scorers have little inclination for original thought\, whereas high scorers actively seek new solutions to problems and express themselves in art.,,,,,,,,
HEXACO,Unconventionality,Assesses a tendency to accept the unusual. Low scorers avoid eccentric or nonconforming persons\, whereas high scorers are receptive to ideas that might seem strange or radical.,,,,,,,,
HEXACO,Openness to Experience,Persons with very high scores on the Openness to Experience scale become absorbed in the beauty of art and nature\, are inquisitive about various domains of knowledge\, use their imagination freely in everyday life\, and take an interest in unusual ideas or people. Conversely\, persons with very low scores on this scale are rather unimpressed by most works of art\, feel little intellectual curiosity\, avoid creative pursuits\, and feel little attraction toward ideas that may seem radical or unconventional.,,
HEXACO,Altruism,Assesses a tendency to be sympathetic and soft-hearted toward others. High scorers avoid causing harm and react with generosity toward those who are weak or in need of help\, whereas low scorers are not upset by the prospect of hurting others and may be seen as hard-hearted.,,,,,,,,
SA,Social Cynicism,Asserts that human nature and the social world yield negative outcomes.,,,,,,,,,
SA,Reward for Application,Refers to the belief complex that people?? use of effort\, knowledge\, careful planning\, and other resources will lead to positive outcomes.,,,,,,
SA,Social Complexity,Asserts that people?? behavior may vary across situations and that problems have multiple solutions,,,,,,,,,
SA,Fate Determinism,The belief that individuals cannot change the path that fate has set.,,,,,,,,,
SA,Fate Alterability,A belief in the predictability of one?? fate and that one?? luck or fate can be improved by personal actions.,,,,,,,,,
SA,Fate Control,Refers to the belief complex that life events are pre-determined by fatalistic forces\, but that people may be able to predict and alter the decree of fate by various means.,,,,,,,,
SA,Religiosity,Asserts the existence of a supernatural being and the beneficial functions of religious practice.,,,,,,,,,
ZSC,Belief in Zero-sum Game,A belief system about the antagonistic nature of social relations??hat one person?? gain is possible only at the expense of other persons.,,,,,,,,,
ZSC,Belief in Joint Profit Exchange,A belief about the possibility for consensual or cooperative relations.,,,,,,,,,
MFT08,Care,This foundation is related to our long evolution as mammals with attachment systems and an ability to feel (and dislike) the pain of others. It underlies the virtues of kindness\, gentleness\, and nurturance.,,,,,,,
MFT08,Fairness,This foundation is related to the evolutionary process of reciprocal altruism. It underlies the virtues of justice and rights.?,,,,,,,,,
MFT08,Loyalty,This foundation is related to our long history as tribal creatures able to form shifting coalitions. It is active anytime people feel that it?? ??ne for all and all for one.??It underlies the virtues of patriotism and self-sacrifice for the group.?,,,,,,,,,
MFT08,Authority,This foundation was shaped by our long primate history of hierarchical social interactions. It underlies virtues of leadership and followership\, including deference to prestigious authority figures and respect for traditions.,,,,,,,,
MFT08,Purity,This foundation was shaped by the psychology of disgust and contamination. It underlies notions of striving to live in an elevated\, less carnal\, more noble\, and more ??atural??way (often present in religious narratives). This foundation underlies the widespread idea that the body is a temple that can be desecrated by immoral activities and contaminants (an idea not unique to religious traditions). It underlies the virtues of self-discipline\, self-improvement\, naturalness\, and spirituality.?,,,
MFT23,Care,Intuitions about avoiding emotional and physical damage to another individual.,,,,,,,,,
MFT23,Equality,Intuitions about equal treatment and equal outcome for individuals.,,,,,,,,,
MFT23,Proportionality,Intuitions about individuals getting rewarded in proportion to their merit or contribution.,,,,,,,,,
MFT23,Loyalty,Intuitions about cooperating with ingroups and competing with outgroups.,,,,,,,,,
MFT23,Authority,Intuitions about deference toward legitimate authorities and the defense of traditions\, all of which are seen as providing stability and fending off chaos.,,,,,,,,
MFT23,Purity,Intuitions about avoiding bodily and spiritual contamination and degradation.,,,,,,,,,
EES,Emotional expressiveness,A general disposition to outwardly express emotion\, regardless of valence (positive or negative) or channel (facial\, vocal\, or gestural).,,,,,,
ERS,Cognitive reappraisal,Cognitive reappraisal is a form of cognitive change that involves construing a potentially emotion-eliciting situation in a way that changes its emotional impact,,,,,,,,,
ERS,Expressive suppression,Expressive suppression is a form of response modulation that involves inhibiting ongoing emotion-expressive behavior.,,,,,,,,,
AVT,High-arousal positive affect,Valuing positive affective states that are characterized by high arousal. Examples of HAP states might include feelings of excitement\, enthusiasm\, or elation.,,,,,,,
FS,Psychosocial flourishing,Having supportive and rewarding relationships\, contributing to the happiness of others\, and being respected by others.,,,,,,,
LAQ / NEO-PI,Neuroticism,Chronically predisposed to emotional distress versus emotionally stable.,,,,,,,,,
LAQ / NEO-PI,Extraversion,Energetic and thrill-seeking versus sober and solitary.,,,,,,,,,
LAQ / NEO-PI,Openness to experience,Curious and unconventional versus traditional and pragmatic.,,,,,,,,,
LAQ / NEO-PI,Agreeableness,Kind and trusting versus competitive and arrogant.,,,,,,,,,
LAQ / NEO-PI,Conscientiousness,Disciplined and fastidious versus laidback and careless.,,,,,,,,,
R,Resilience,Resilience is the ability to adapt and recover from difficulties\, such as stress\, trauma\, or challenges\, and involves bouncing back stronger\, learning\, and growing from these experiences.,,,
SAS,Anxiety disorder,Neurosis characterized by anxious overconcern extending to panic\, frequently associated with somatic symptoms,,,,,,,,
SWLS,Satisfaction with life,A conscious cognitive judgment of one's life\, where the criteria for this judgment are determined by the individual themselves.,,,,,,,,
SWLS,Positive coping,The constructive and problem-solving methods an individual employs when confronted with challenges or stress. Positive coping typically includes positive thinking\, seeking social support\, planning\, and problem-solving skills. Positive coping is considered to be helpful in alleviating stress and promoting,,,,,,
SWLS,Sense of control,An individual's perceived ability to change events.,,,,,,,,,
PSS,Tendency to preceive stress,Tendency to appraise situations in one's life as stressful.,,,,,,,,,
RV,Social,Focus on Others,,,,,,,,,
RV,Personal,Self-Focused,,,,,,,,,
RV,Moral,Focus on Morality and Relations,,,,,,,,,
RV,Competence,Focus on competence.,,,,,,,,,
6FPQ,Agreeableness,Is considerate\, likable and cooperative; accepts criticism and blame; avoids confrontations and conflicts; is not easily offended.,,,,,,,,
6FPQ,Abasement,Shows a high degree of humility; accepts blame and criticism even when not deserved; willing to accept an inferior position; tends to be self-effacing.,,,,,,,,,
6FPQ,Even-Tempered,Imperturbable when faced with instigation to anger; avoids confrontations and conflicts; does not express hostility\," either verbally or physically; is not concerned with ""getting even""; is forgiving of others' mistakes.",,,,,,,,
6FPQ,Good-Natured,"Is willing to concede mistakes; willingly changes own opinions; is not angered or upset by criticism; is vulnerable to attack or question; is not easily offended; has ""nothing to hide"".",,,,,,,,,
6FPQ,Extroversion,Enjoys friendship of others; confident and comfortable in social situations; tries to control environment and influence or direct people; likes to have an audience and be the center of attention.,,,,,,,,,
6FPQ,Affiliation,Enjoys being with friends and people in general; accepts people readily; makes efforts to win friendships and maintain associations with people.,,,,,,,,,
6FPQ,Dominance,Attempts to control environment and to influence or direct other people; expresses opinions forcefully; enjoys the role of leader and may assume it spontaneously.,,,,,,,,,
6FPQ,Exhibition,Wants to be the center of attention; enjoys having an audience; engages in behavior that wins the notice of others; may enjoy being dramatic or witty.,,,,,,,,,
6FPQ,Independence,Is self-determined and shows a high level of autonomy; enjoys being free in various situations; is unconcerned about reputation or others' praise or disapproval.,,,,,,,,,
6FPQ,Autonomy,Tries to break away from restraints\, confinement\, or restrictions of any kind; enjoys being unattached\, free\, not tied to people\, places\, or obligations; may be rebellious when faced with restraints.,,,
6FPQ,Individualism,Unconcerned about reputation or social standing; insensitive to others' praise or disapproval; does not necessarily conform to socially-approved norms in behavior and appearance.,,,,,,,,,
6FPQ,Self-Reliance,Does not look to others for guidance or support; is able to maintain oneself without aid; has confidence in and exercises own judgement; confronts problems alone; does not seek advice or sympathy.,,,,,,,,,
6FPQ,Industriousness,Maintains high standards of work and aspires to reach challenging goals; persistent and unrelenting in work habits; is drawn more towards work than play; takes a serious approach to life.,,,,,,,,,
6FPQ,Achievement,Aspires to accomplish difficult tasks; maintains high standards and is willing to work toward distant goals; responds positively to competition; willing to put forth effort to attain excellence.,,,,,,,,,
6FPQ,Seriousness,Is subdued in thought\, appearance\, and manner; takes a serious approach to life and to work; does not seek fun or amusement; avoids frivolity and idle pursuits.,,,,,,,
6FPQ,Endurance,Willing to work long hours; doesn't give up quickly on a problem; persevering\, even in the face of great difficulty; patient and unrelenting in work habits.,,,,,,,,
6FPQ,Methodicalness,Does not like ambiguity; thinks before acting; is organized and neat.,,,,,,,,,
6FPQ,Cognitive Structure,Does not like ambiguity or uncertainty in information; wants all questions answered completely; desires to make decisions based upon definite knowledge\, rather than upon guesses or probabilities.,,,,,,,,
6FPQ,Deliberateness,Acts with deliberation; is on an even keel; ponders issues and decisions carefully; thinks before acting; avoids spontaneity.,,,,,,,,,
6FPQ,Order,Concerned with keeping personal effects and surroundings neat and organized; dislikes clutter\, confusion\, lack of organization; interested in developing methods for keeping materials methodically organized.,,,,,,,
6FPQ,Openness to Experience,Likes change and new experiences; is curious about many areas of knowledge; has a wide variety of interests.,,,,,,,,,
6FPQ,Change,Likes new and different experiences; dislikes routine and avoids it; may readily change opinions or values in different circumstances; adapts readily to changes in environment.,,,,,,,,,
6FPQ,Understanding,Wants to understand many areas of knowledge; values synthesis of ideas\, verifiable generalization\, logical thought\, particularly when directed at satisfying intellectual curiosity.,,,,,,
6FPQ,Breadth of Interest,Is attentive and involved; motivated to participate in a wide variety of activities; interested in learning about a diversity of things.,,,,,,,,,
6FPQ,playfulness,Does many things\," ""just for fun;"" spends a good deal of time participating in games\", sports\, social activities\, and other amusements; enjoys jokes and funny stories; maintains a light-hearted\, easy-going attitude toward life.,,,,
AB5C,Gregariousness,The quality of liking to be with other people,,,,,,,,,
AB5C,Friendliness,The quality of being helpful and easy to use or of helping somebody/something or not harming them/it.,,,,,,,,,
AB5C,Assertiveness,The quality of expressing opinions or desires in a strong and confident way\, so that people take notice,,,,,,,,
AB5C,Poise,The quality to have a calm and confident manner with control of feelings or behaviour,,,,,,,,,
AB5C,Leadership,The tendency to be in the state or position of being a leader.,,,,,,,,,
AB5C,Provocativeness,The tendency to make people angry or upset; intended to make people argue about something.,,,,,,,,,
AB5C,Self-disclosure,The tendency for one person to reveal information about oneself to another.,,,,,,,,,
AB5C,Talkativeness,The tendency to have the readiness to engage in talk or a disposition to enjoy a conversation.,,,,,,,,,
AB5C,Sociability,The quality of enjoying spending time with other people.,,,,,,,,,
AB5C,Understanding,The ability to understand why people behave in a particular way and to forgive them when they do something wrong.,,,,,,,,,
AB5C,Warmth,The state or quality of being enthusiastic and/or friendly.,,,,,,,,,
AB5C,Morality,The tendency to have firm principles relating to right and wrong or good and bad behaviour.,,,,,,,,,
AB5C,Pleasantness,The quality of being friendly and polite.,,,,,,,,,
AB5C,Empathy,The ability to understand another person?? feelings\, experience\, etc.,,,,,,,
AB5C,Cooperation,A desire to be helpful and do as one is asked.,,,,,,,,,
AB5C,Sympathy,The tendency to understand and care about somebody?? problems.,,,,,,,,,
AB5C,Tenderness,The quality of being kind\, gentle and loving.,,,,,,,,
AB5C,Nurturance,The tendency to provide emotional and physical care,,,,,,,,,
AB5C,Conscientiousness,The quality of doing things carefully and correctly.,,,,,,,,,
AB5C,Efficiency,The quality of doing something well with no waste of time or money.,,,,,,,,,
AB5C,Dutifulness,The tendency to conscientiously or obediently fulfill one's duty.,,,,,,,,,
AB5C,Purposefulness,The quality of having or showing determination or resolve\, demonstrating a clear aim or goal in mind.,,,,,,,,
AB5C,Organization,The quality of making arrangements or preparations for something.,,,,,,,,,
AB5C,Cautiousness,The quality of being careful about what you say or do\, especially to avoid danger\, mistakes or risks.,,,,,,,
AB5C,Rationality,The ability to think clearly and make decisions based on reason rather than emotions.,,,,,,,,,
AB5C,Perfectionism,The quality of liking to do things perfectly and not being satisfied with anything less.,,,,,,,,,
AB5C,Orderliness,The quality of being arranged or organized in a neat\, careful and logical way.,,,,,,,,
AB5C,Stability,The quality or state of being steady and not changing or being upset in any way.,,,,,,,,,
AB5C,Happiness,The quality of feeling or showing pleasure.,,,,,,,,,
AB5C,Calmness,The quality of not being excited\, nervous or upset.,,,,,,,,
AB5C,Moderation,The quality of being reasonable and not being extreme.,,,,,,,,,
AB5C,Toughness,The strength to deal successfully with difficult conditions or situations.,,,,,,,,,
AB5C,Imperturbability,The ability to not get upset or worried by a difficult situation,,,,,,,,,
AB5C,Cool-headedness,Calm; not showing excitement or nerves,,,,,,,,,
AB5C,Tranquility,The tendency to be quiet and peaceful,,,,,,,,,
AB5C,Intellect,The ability to understand and to think in an intelligent way.,,,,,,,,,
AB5C,Ingenuity,The ability to invent things or solve problems in clever new ways.,,,,,,,,,
AB5C,Reflection,The tendency to have serious and careful thought about what has happended.,,,,,,,,,
AB5C,Competence,The ability to do something well.,,,,,,,,,
AB5C,Quickness,The quality of being fast\, especially at thinking\, etc.,,,,,,,
AB5C,Introspection,The tendency to have the careful examination of one's own thoughts\, feelings and reasons for behaving in a particular way.,,,,,,,,
AB5C,Creativity,The quality to produce or use original and unusual ideas,,,,,,,,,
AB5C,Imagination,The ability to form mental pictures of people or things\, or to have new ideas.,,,,,,,,
AB5C,Depth,The ability to think seriously about something.,,,,,,,,,
Barchard2001,Positive Expressivity,The tendency to express one's positive emotions nonverbally.,,,,,,,,,
Barchard2001,Negative Expressivity,The tendency to express one's negative emotions nonverbally.,,,,,,,,,
Barchard2001,Attending to Emotions,The tendency to attend to emotions and be aware of them.,,,,,,,,,
Barchard2001,Emotion-based Decision-making,The tendency to make plans and decisions based on one's feelings rather than basing them on logic.,,,,,,,,,
Barchard2001,Responsive Joy,The tendency to become distressed when in the presence of other people who are distressed.,,,,,,,,,
Barchard2001,Responsive Distress,The tendency to become happy or cheerful when in the presence of other people who are happy or cheerful.,,,,,,,,,
Barchard2001,Empathic Concern,The tendency to feel concern or sympathy for those who suffer.,,,,,,,,,
BIS_BAS,Drive,Pertain to the persistent pursuit of desired goals.,,,,,,,,,
BIS_BAS,Fun Seeking,Reflect both a desire for new rewards and a willingness to approach a potentially rewarding event on the spur of the moment.,,,,,,,,,
BIS_BAS,Reward Responsiveness,Focus on positive responses to the occurrence or anticipation of reward.,,,,,,,,,
BIS_BAS,Behavioral Inhibition System,Regulate aversive motives\, in which the goal is to move away from something unpleasant.??,,,,,,,,
BIS_BAS,Behavioral Approach System,Regulate appetitive motives\, in which the goal is to move toward something desired.?,,,,,,,,
Buss1980,Private Self-Consciousness,The tendency to think  about and attend to the more covert\, hidden aspects of the self\,  aspects that are personal  in nature and not easily  accessible to the scrutiny  of other persons.,,,,,,,
Buss1980,Public Self-consciousness,The tendency to think about those self-aspects that are matters of public display\, qualities of the self from which  impressions  are  formed in other people??  eyes.,,,,,,,,
CAT-PD,Affective Lability, This scale measures the tendency to experience strong\, rapid\, and unpredictable shifts in emotion and mood\, to have difficulty coping with both minor and major life stressors\, and to act impulsively in the context of negative affect.,,,,,
CAT-PD,Anger,?This scale assesses the tendency to experience and express emotions ranging from frustration and irritability to explosive temper and rage.,,,,,,,,,
